rf_id,ee_name,ee_address_1,ee_address_2,ee_city,ee_state,ee_postcode,ee_country,or_name,or_name,exec_dt,ack_dt,file_id,cname,caddress_1,caddress_2,caddress_3,caddress_4,reel_no,frame_no,convey_text,record_dt,last_update_dt,page_count,purge_in
274630995,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,KENT STATE UNIVERSITY,KENT STATE UNIVERSITY,2011/10/21,,11,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,27463,995,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2011/12/29,2012/1/3,2,N
282600702,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,KENT STATE UNIVERSITY,KENT STATE UNIVERSITY,2012/4/10,,12,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,28260,702,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2012/5/23,2013/11/12,2,N
134420217,NATIONAL SCIENCE FOUNDATION,4201 WILSON BOULEVARD,"OFFICE OF THE GENERAL COUNSEL, SUITE 1265",ARLINGTON,VIRGINIA,22230, ,KENT STATE UNIVERSITY (KSU),KENT STATE UNIVERSITY (KSU),1999/4/14,,5,ROBIN CLAY FRITSCH,4201 WILSON BOULEVARD,OFFICE OF THE GENERAL COUNSEL,SUITE 1265,"ARLINGTON, VA 22230",13442,217,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2002/11/1,2003/2/26,2,N
134470210,NATIONAL SCIENCE FOUNDATION,4201 WILSON BOULEVARD,SUITE 1265,ARLINGTON,VIRGINIA,22230, ,KENT STATE UNIVERSITY (KSU),KENT STATE UNIVERSITY (KSU),1998/3/30,,5,ROBIN CLAY FRITSCH,4201 WILSON BOULEVARD,OFFICE OF THE GENERAL COUNSEL,SUITE 1265,"ARLINGTON, VA 22230",13447,210,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2002/11/4,2003/3/4,2,N
373130797,NSF INTERNATIONAL,789 N DIXBORO ROAD, ,ANN ARBOR,MICHIGAN,48105, ,"KNEEN, KURTIS RICHARD","KNEEN, KURTIS RICHARD",2014/12/29,,14,HOWARD & HOWARD ATTORNEYS PLLC,450 WEST FOURTH STREET,"ROYAL OAK, MI 48067-2603",,,37313,797,ASSIGNMENT OF ASSIGNORS INTEREST (SEE DOCUMENT FOR DETAILS).,2015/12/17,2016/6/16,3,N
373130797,NSF INTERNATIONAL,789 N DIXBORO ROAD, ,ANN ARBOR,MICHIGAN,48105, ,"LANGLAIS, PETER JOHN","LANGLAIS, PETER JOHN",2014/12/29,,14,HOWARD & HOWARD ATTORNEYS PLLC,450 WEST FOURTH STREET,"ROYAL OAK, MI 48067-2603",,,37313,797,ASSIGNMENT OF ASSIGNORS INTEREST (SEE DOCUMENT FOR DETAILS).,2015/12/17,2016/6/16,3,N
386390211,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,"LCDRIVES, COPRORATION","LCDRIVES, COPRORATION",2016/4/26,,15,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,38639,211,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2016/5/9,2017/11/7,2,N
237130607,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LEHIGH UNIVERSITY,LEHIGH UNIVERSITY,2008/5/28,,10,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,23713,607,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2009/12/29,2009/12/30,2,N
237130732,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LEHIGH UNIVERSITY,LEHIGH UNIVERSITY,2008/5/28,,10,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,23713,732,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2009/12/29,2009/12/30,2,N
243840416,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LEHIGH UNIVERSITY,LEHIGH UNIVERSITY,2009/11/17,,10,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,24384,416,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2010/5/14,2010/5/14,2,N
243930557,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LEHIGH UNIVERSITY,LEHIGH UNIVERSITY,2010/1/6,,10,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,24393,557,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2010/5/17,2012/6/26,2,N
244020061,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LEHIGH UNIVERSITY,LEHIGH UNIVERSITY,2008/5/23,,10,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,24402,61,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2010/5/18,2010/5/19,2,N
255610781,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LEHIGH UNIVERSITY,LEHIGH UNIVERSITY,2009/11/17,,11,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,25561,781,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2010/12/23,2011/1/3,2,N
255610790,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LEHIGH UNIVERSITY,LEHIGH UNIVERSITY,2010/1/6,,11,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,25561,790,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2010/12/23,2013/3/5,2,N
263040461,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LEHIGH UNIVERSITY,LEHIGH UNIVERSITY,2010/1/13,,11,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,26304,461,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2011/5/18,2012/10/2,2,N
263410906,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LEHIGH UNIVERSITY,LEHIGH UNIVERSITY,2008/5/23,,11,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,26341,906,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2011/5/26,2012/10/2,2,N
267810065,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LEHIGH UNIVERSITY,LEHIGH UNIVERSITY,2010/1/13,,11,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,26781,65,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2011/8/19,2011/8/22,2,N
274630901,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LEHIGH UNIVERSITY,LEHIGH UNIVERSITY,2010/1/6,,11,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,27463,901,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2011/12/29,2012/6/26,2,N
309020197,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LEHIGH UNIVERSITY,LEHIGH UNIVERSITY,2013/5/20,,12,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,30902,197,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2013/7/29,2014/12/9,2,N
334330291,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LEHIGH UNIVERSITY,LEHIGH UNIVERSITY,2013/9/23,,13,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,33433,291,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2014/7/29,2016/4/26,3,N
354980749,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LEHIGH UNIVERSITY,LEHIGH UNIVERSITY,2012/11/28,,14,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,35498,749,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2015/4/24,2016/12/20,2,N
358840202,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LEHIGH UNIVERSITY,LEHIGH UNIVERSITY,2012/11/27,,14,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,35884,202,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2015/6/10,2015/6/24,2,N
361620944,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LEHIGH UNIVERSITY,LEHIGH UNIVERSITY,2010/1/13,,14,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,36162,944,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2015/7/23,2015/7/24,2,N
361630452,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LEHIGH UNIVERSITY,LEHIGH UNIVERSITY,2010/1/13,,14,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,36163,452,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2015/7/23,2015/7/24,2,N
361730265,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LEHIGH UNIVERSITY,LEHIGH UNIVERSITY,2010/1/6,,14,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,36173,265,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2015/7/23,2015/7/27,2,N
362940001,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LEHIGH UNIVERSITY,LEHIGH UNIVERSITY,2008/5/23,,14,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,36294,1,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2015/8/6,2015/8/12,3,N
367450869,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LEHIGH UNIVERSITY,LEHIGH UNIVERSITY,2013/9/23,,14,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,36745,869,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2015/10/2,2016/4/26,2,N
372180015,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LEHIGH UNIVERSITY,LEHIGH UNIVERSITY,2015/12/3,,14,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,37218,15,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2015/12/4,2015/12/8,2,N
382690226,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LEHIGH UNIVERSITY,LEHIGH UNIVERSITY,2015/12/17,,15,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,38269,226,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2016/3/28,2017/6/13,2,N
383800011,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LEHIGH UNIVERSITY,LEHIGH UNIVERSITY,2015/12/17,,15,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,38380,11,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2016/4/7,2017/6/13,2,N
383800308,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LEHIGH UNIVERSITY,LEHIGH UNIVERSITY,2013/9/23,,15,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,38380,308,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2016/4/7,2016/4/27,2,N
384010410,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LEHIGH UNIVERSITY,LEHIGH UNIVERSITY,2010/1/6,,15,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,38401,410,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2016/4/11,2016/4/29,2,N
387860281,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LEHIGH UNIVERSITY,LEHIGH UNIVERSITY,2015/12/17,,15,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,38786,281,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2016/5/23,2017/6/13,2,N
267710764,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LELAND STANFORD JUNIOR UNIVERSITY,LELAND STANFORD JUNIOR UNIVERSITY,2009/9/1,,11,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,26771,764,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2011/8/18,2011/8/18,2,N
134420046,NATIONAL SCIENCE FOUNDATION,4201 WILSON BOULEVARD SUITE 1265,OFFICE OF THE GENERAL COUNSEL,ARLINGTON,VIRGINIA,22230, ,LELAND STANFORD JUNIOR UNIVERSITY THE BOARD OF TRUSTEES,LELAND STANFORD JUNIOR UNIVERSITY,1997/1/9,,5,ROBIN CLAY FRITSCH,OFFICE OF THE GENERAL COUNSEL,4201 WILSON BOULEVARD SUITE 1265,"ARLINGTON, VA 22230",,13442,46,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2002/11/1,2003/2/26,2,N
130780263,NATIONAL SCIENCE FOUNDATION,"OFFICE OF THE GENERAL COUNSEL, SUITE 1265",4201 WILSON BOULEVARD,ARLINGTON,VIRGINIA,22230, ,"LELAND STANFORD JUNIOR UNIVERSITY, THE BOARD OF TRUSTEES",LELAND STANFORD JUNIOR UNIVERSITY,1994/11/29,,5,ROBIN CLAY FRITSCH,4201 WILSON BOULEVARDQ,OFFICE OF THE GENERAL COUNSEL,SUITE 1265,"ARLINGTON, VA 22230",13078,263,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2002/7/12,2002/9/12,2,N
456880893,NATIONAL SCIENCE FOUNDATION,2415 EISENHOWER AVENUE,ROOM W 18000,ALEXANDRIA,VIRGINIA,22314, ,LEWIS AND CLARK COLLEGE,LEWIS AND CLARK COLLEGE,2018/3/21,,16,NATIONAL SCIENCE FOUNDATION,2415 EISENHOWER AVENUE,ROOM W 18000,"ALEXANDRIA, VA 22314",,45688,893,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2018/3/23,2018/5/3,2,N
458010639,NATIONAL SCIENCE FOUNDATION,2415 EISENHOWER AVENUE,ROOM W 18000,ALEXANDRIA,VIRGINIA,22314, ,LEWIS AND CLARK COLLEGE,LEWIS AND CLARK COLLEGE,2018/3/29,,17,NATIONAL SCIENCE FOUNDATION,2415 EISENHOWER AVENUE,ROOM W 18000,"ALEXANDRIA, VA 22314",,45801,639,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2018/3/30,2018/10/4,2,N
216360780,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,"LINCOLN, UNIVERSITY OF NEBRASKA","LINCOLN, UNIVERSITY OF NEBRASKA",2008/8/22,,9,FAITH E HIXSON,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,21636,780,"EXECUTIVE ORDER 9424, CONFIRMATORY LICENSE",2008/10/6,2008/10/6,2,N
216370153,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,"LINCOLN, UNIVERSITY OF NEBRASKA","LINCOLN, UNIVERSITY OF NEBRASKA",2008/8/25,,9,FAITH E HIXSON,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,21637,153,"EXECUTIVE ORDER 9424, CONFIRMATORY LICENSE",2008/10/6,2008/10/23,2,N
466230381,NATIONAL SCIENCE FOUNDATION,2415 EISENHOWER AVENUE,ROOM W 18000,ALEXANDRIA,VIRGINIA,22314, ,"LOCI CONTROLS, INC.","LOCI CONTROLS, INC.",2018/7/13,,17,NATIONAL SCIENCE FOUNDATION,2415 EISENHOWER AVENUE,ROOM W 18000,"ALEXANDRIA, VA 22314",,46623,381,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2018/7/25,2019/9/3,2,N
466230426,NATIONAL SCIENCE FOUNDATION,2415 EISENHOWER AVENUE,ROOM W 18000,ALEXANDRIA,VIRGINIA,22314, ,"LOCI CONTROLS, INC.","LOCI CONTROLS, INC.",2018/7/13,,17,NATIONAL SCIENCE FOUNDATION,2415 EISENHOWER AVENUE,ROOM W 18000,"ALEXANDRIA, VA 22314",,46623,426,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2018/7/25,2019/10/22,2,N
466230474,NATIONAL SCIENCE FOUNDATION,2415 EISENHOWER AVENUE,ROOM W 18000,ALEXANDRIA,VIRGINIA,22314, ,"LOCI CONTROLS, INC.","LOCI CONTROLS, INC.",2018/7/13,,17,NATIONAL SCIENCE FOUNDATION,2415 EISENHOWER AVENUE,ROOM W 18000,"ALEXANDRIA, VA 22314",,46623,474,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2018/7/25,2018/8/14,2,N
466690463,NATIONAL SCIENCE FOUNDATION,2415 EISENHOWER AVENUE,ROOM W 18000,ALEXANDRIA,VIRGINIA,22314, ,"LOCI CONTROLS, INC.","LOCI CONTROLS, INC.",2018/7/20,,17,NATIONAL SCIENCE FOUNDATION,2415 EISENHOWER AVENUE,ROOM W 18000,"ALEXANDRIA, VA 22314",,46669,463,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2018/7/30,2018/8/24,2,N
473900298,NATIONAL SCIENCE FOUNDATION,2415 EISENHOWER AVENUE,ROOM W 18000,ALEXANDRIA,VIRGINIA,22314, ,"LOCI CONTROLS, INC.","LOCI CONTROLS, INC.",2018/7/13,,17,NATIONAL SCIENCE FOUNDATION,2415 EISENHOWER AVENUE,ROOM W 18000,"ALEXANDRIA, VA 22314",,47390,298,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2018/7/25,2018/11/5,2,N
230290459,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LOUISANA STATE UNIV A&M COL BATON ROUGE,LOUISANA STATE UNIV A&M COL BATON ROUGE,2009/3/12,,10,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,"ARLINGTON, VA 22230",,,23029,459,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2009/7/30,2009/7/31,2,N
198970512,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD.,RM 1265,ARLINGTON,VIRGINIA,22230, ,LOUISANA STATE UNIVERISITY A&M COLLEGE BATON ROUGE,LOUISANA STATE UNIVERISITY A&M COLLEGE BATON ROUGE,2007/1/18,,8,ROBIN C. FRITSCH,4201 WILSON BLVD.,RM 1265,"ARLINGTON, VA 22230",,19897,512,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2007/9/28,2008/9/2,2,N
191530565,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD.,RM 1265,ARLINGTON,VIRGINIA,22230, ,LOUISANA STATE UNIVERSITY A&M COL BATON ROUGE,LOUISANA STATE UNIVERSITY A&M COL BATON ROUGE,2006/9/6,,8,ROBIN C. FRITSCH,4201 WILSON BLVD.,RM 1265,"ARLINGTON, VA 22230",,19153,565,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2007/4/12,2008/7/29,2,N
191780980,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD.,RM 1265,ARLINGTON,VIRGINIA,22230, ,LOUISANA STATE UNIVERSITY A&M COL BATON ROUGE,LOUISANA STATE UNIVERSITY A&M COL BATON ROUGE,2006/11/27,,8,ROBIN C. FRITSCH,4201 WILSON BLVD.,RM 1265,"ARLINGTON, VA 22230",,19178,980,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2007/4/18,2007/4/19,2,N
194850306,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD.,RM 1265,ARLINGTON,VIRGINIA,22230, ,LOUISANA TECHNICAL UNIVERSITY,LOUISANA TECHNICAL UNIVERSITY,2007/3/23,,8,ROBIN C. FRITSCH,4201 WILSON BLVD.,RM 1265,"ARLINGTON, VA 22230",,19485,306,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2007/6/27,2010/2/16,2,N
332240805,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LOUISIANA STATE UNIV A&M COL BATON ROUGE,LOUISIANA STATE UNIVERSITY,2014/6/23,,13,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,33224,805,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2014/6/24,2014/11/13,2,N
334330237,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LOUISIANA STATE UNIV A&M COL BATON ROUGE,LOUISIANA STATE UNIVERSITY,2013/12/16,,13,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,33433,237,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2014/7/29,2017/5/9,2,N
334500040,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LOUISIANA STATE UNIV A&M COL BATON ROUGE,LOUISIANA STATE UNIVERSITY,2013/3/14,,13,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,33450,40,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2014/7/31,2014/8/4,2,N
347300789,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LOUISIANA STATE UNIV A&M COL BATON ROUGE,LOUISIANA STATE UNIVERSITY,2012/12/21,,14,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,34730,789,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2015/1/7,2015/1/16,2,N
423780866,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LOUISIANA STATE UNIVERSITY,LOUISIANA STATE UNIVERSITY,2017/5/1,,16,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,42378,866,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2017/5/1,2017/9/21,2,N
439720357,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LOUISIANA STATE UNIVERSITY,LOUISIANA STATE UNIVERSITY,2017/9/13,,16,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,43972,357,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2017/9/15,2019/12/31,2,N
440040112,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LOUISIANA STATE UNIVERSITY,LOUISIANA STATE UNIVERSITY,2017/10/30,,16,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,44004,112,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2017/11/1,2018/10/23,2,N
308520763,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LOUISIANA STATE UNIVERSITY A&M BATON ROUGE,LOUISIANA STATE UNIVERSITY,2013/7/17,,12,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,"ARLINGTON, VA 22230",,30852,763,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2013/7/23,2017/10/10,2,N
230250586,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LOUISIANA STATE UNIVERSITY A&M COL BATON ROUGE,LOUISIANA STATE UNIVERSITY,2009/3/10,,10,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,"ARLINGTON, VA 22230",,,23025,586,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2009/7/30,2017/8/1,2,N
230300820,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,ROOM 1265,ARLINGTON,VIRGINIA,22230, ,LOUISIANA STATE UNIVERSITY A&M COL BATON ROUGE,LOUISIANA STATE UNIVERSITY,2009/3/31,,10,NATIONAL SCIENCE FOUNDATION,4201 WILSON BLVD,"ARLINGTON, VA 22230",,,23030,820,CONFIRMATORY LICENSE (SEE DOCUMENT FOR DETAILS).,2009/7/30,2013/3/5,2,N
